order_id,product_id,seller_id,price,shipping_charges,sales
PNVCTvRm2g8Z,uLKJskCSlnmJ,l1pYW6GBnPMr,779.9,6.87,786.77
9lvUpGKOXbA2,9KUAPc6VyWSg,xxrA8p5ixdlV,411,48.01,459.01
8M1vyZ7sE9Hk,7y71l7HF97ED,2Vzr14MB7bRD,213,18.4,231.4
2xUnE8ofMpOt,giWUjs696u5R,8mVLKV0XOTsx,167,33.9,200.9
TM1y0e07WCWA,zn2FrsgwC0oq,awsPZzmr6kvX,395.6,14.42,410.02
g4dsLAJcJCuE,AWSkluuWPz6r,QgSPgHi2XQs8,5.85,20.9,26.75
CLuXzjCXpfMy,qMpWTKFM7lF1,cc5CiZSOFEF6,99.35,100.14,199.49
qiO0asEYYsPI,mwR3E2vfLylH,4nyyi5gifVI6,18.04,31.8,49.84
1r5vMkSMvoqK,IkgGn9HxKC7r,TuPm19CMKvrM,114.89,36.69,151.58
V2aaB8oSfWtS,AdAQX2dLSF3d,bI5cDrYjs9Qa,281.9,83.09,364.99
ryOEAVWvC7H2,NcAqmObPd1qC,cviKdme1JJ6T,106.74,36.17,142.91
skgN410PH9VY,DwErrH6eI5GJ,0Mzbc3aACMOQ,10.35,61.1,71.45
8DUjZcd2x4Ag,cjqnScHEUmWB,pgi6qMEKwQDg,36.3,28.37,64.67
hRAoubcaPTCp,SLANLZkCbYI1,Mhg6gqpiKkO7,26.99,30.66,57.65
FbuKV4V9gAdd,06fOd7FbI3IS,yGbPyLPc8PmT,1899,20.9,1919.9
fZbPsq5u4Ivj,Ar6zLmUXYsa7,Cyl6PGvB25KG,109.82,22.18,132
gIrLyEc80ImM,xKvQUusvc81t,qDTAAHLeRVYP,13.3,44.3,57.6
yEMaZPlQpMim,EPTV0aNn881f,N6rpW1mKL1wz,132.4,82.44,214.84
pCE22Dta3Ade,RzLPCTt4ZVy3,YlP5976VHgAM,111.27,20.9,132.17
3DyvpJatMX0Y,WgBgXcIsrsm0,qI9UblMbsm1o,167.68,0.08,167.76
4onHmXrwEY26,EdjxdMXHqjSB,EGW4UK5bOeEZ,135.48,46.17,181.65
3cUAndoCHHTs,jlPxnGTdjRGv,ruq0u2ZpAMDr,849.5,71.02,920.52
bn1WTbGvVlkW,XuQnTnc4Mhqm,QNwKKOA9Ndbm,509.99,60.35,570.34
bpTlXlf4xZZY,SLTlrWtcYt1m,r7VxefoTVHbb,509.99,17.38,527.37
34trQi7PR6RL,FkrbFsVhfeOO,qI9UblMbsm1o,79.5,102.46,181.96
7cUEtENeqEO2,0hKpDsBaixO2,f9tu6ULae8aj,820,30.66,850.66
opWhkFl6Q5dy,oX8dgtFlR8Vj,T5TAziawiIyq,69.33,104.77,174.1
vnte7ENVv8Wb,fpiY0GFoH4oK,ENekhljjhevR,128.99,80.47,209.46
fZP8QqcG67B0,Tpz8vFVFHDLO,CyQw9XkxStgk,509.99,110.14,620.13
mCFPb3dVXCDZ,mvnHnvMfBdIB,coi9xkdo66JI,12.16,5.26,17.42
IEU9XK324JRj,4npriuhZyLUx,2ZJaGRSW74BZ,227.8,42.73,270.53
urJhjWpbUpjG,B4vcMMuCF3Wi,IRFNV9diw97l,52.14,5,57.14
zgasdpFM56AV,RuxsRiEt3mvH,yrRN2gKIgYet,167,34.33,201.33
KJ3cMeG2mMz2,qYEth233Ed0V,DAXcLJj7W7BQ,692,48.34,740.34
X3i3FlCfuekS,KKIwswgIPe3H,NdflSAWrgU3P,167,34.33,201.33
mpoEDVNMxRgZ,C4MNIZebz8wg,5Ja2lH0N2OZt,2139.99,41.19,2181.18
zWJXWx4ppH4Q,aYB3IFCRW95p,YVBAT3QqF9Qj,389.89,45.85,435.74
ATdRTk5JbUyI,Hhw1kv5qUceH,DQDmbEDffCF1,96.9,24.48,121.38
aBEQ2TfMr2bI,71cSx2iGD759,fsdM6QZEnGMM,84.55,42.85,127.4
vsShIc2Zw1gd,bw4D1I6O0ayl,K0qPVGdA91KO,849,11.87,860.87
ntaeKMZb9HyT,RTpfPcshuyr5,VbREMx1xh7Eb,148.5,8.85,157.35
Qak6FELzOEaE,pTe66JgJ7xZL,xadaQcJkLTmF,36.3,66.9,103.2
Nhwp7f1YOPNh,tpyihP9R1n1K,cea9IgayLO02,137.88,11.39,149.27
bFWFACG9JPdH,J6ZpC7sMScFq,QhAQIjqbj3Ou,153.78,4.07,157.85
dAAatnLtXjNt,zVAeopkZOXnC,WjEwhmsH2ERN,94.6,19.95,114.55
BEGpgcTGZaV4,VDEBigGAwD3J,RKad98cTxhSb,329.93,29.09,359.02
JuZcHVTKAnAT,EBljG4MuvRn1,pmgltuNur5us,849.5,25.8,875.3
hnSJuS2ol14j,vCNQy0F1Ga8o,6MAbbnUfDgoY,509.99,110.14,620.13
9fORv0jrAJZ9,QKQRenN0nbaf,ux1d7N0zioFv,9.15,81.78,90.93
PayNuCYNCxOw,qiU6uljqd8aK,tNJnfkCxzhmN,117.56,29.21,146.77
e3S7DpIvzX0p,vuc8XhH9ewyq,ENekhljjhevR,294,38.39,332.39
qr0b5qcNRe8O,0vbEvli2JYJu,RKad98cTxhSb,95.03,56.65,151.68
xNi8bVS7tYXj,XVyIVySiwQvZ,4cJY064rRFhL,2799.65,52.49,2852.14
akjaSNHTM1DN,psOZkKWiEsWf,ZnC4PC85pEto,71.8,23.11,94.91
5gZMEY2nyYus,qXGkre3qVfF2,MzglQpTRHvOK,15.49,26.48,41.97
Q1IJk52f2ko9,nK1KgRA4x7Su,pjP2ZPCbq7R4,2799.65,59.98,2859.63
xhk7gL2oyXNC,JefWaps04IOs,vMj1eiZhnQ8K,218.2,31.94,250.14
j9EwxSJJ8t2Z,0vsL8xWzvgTm,DLzETaZuC9wr,48.78,29.61,78.39
UIWNLLCKQ2fD,HDq02GU8zCWs,kT4UPkqxjZhU,100.99,1.05,102.04
QOh9hTbBi4Xn,Ptwc6U0k86X1,oMX7XDg7PCkP,57.65,33.34,90.99
TiPoVyxDczJE,FKoHGd43nb02,l1pYW6GBnPMr,548.35,20.9,569.25
bAt5RVhXaZBS,6C32MuVaNXxW,bl8PTwqK0kvN,42.79,56.65,99.44
YlR1ob1AUhvO,URulqNzOSIci,AvTLykupHOIB,820.05,150.8,970.85
2tbYf41bIrbc,FIR1kvvmyKZx,Y6oJtGnt1biO,87.99,38.63,126.62
3fPIpDjnblgZ,keS72BWg4E0j,i4BuPduAnCgp,35.95,10,45.95
KAMdSe3oFHWN,1GBCdpvaXXM7,6Veh5IbeIztn,692,52.93,744.93
TvTgucE5jhOz,IuxLEmnHC8E6,yWBcmXHhf5dK,119.5,64.41,183.91
fyaE9z44ICeX,0sy4T7FccUHS,UOGIrJtSldvd,23.09,16.75,39.84
qCDvBOC2AnGI,o32FBz2H95Bn,v7C619QzbXVy,820,47.55,867.55
1hlXa08MjHLZ,YPDQO62hSmWt,CNWoEIUkMX7C,19.3,36.79,56.09
DF4lGG22YXq1,1LpXCV33vp7e,4mKqWzXFLaBt,310.01,26.33,336.34
Of0smFtl0Eif,MGYB8vGKLD0C,A9nE56wbxNgP,93.97,47.73,141.7
gmUlITNklDUR,KwqpyCg16vLV,V3iKL8r9W9NR,475,11.09,486.09
eB2Ea2moAv29,QwjRxY7ZOLU4,fPCae5a96bO4,2130,26.88,2156.88
x7ClH6qlqcFZ,8aYzMtbbJHq8,APaFMik2IGru,193.25,112.43,305.68
LfXS9oFDhohA,Y7GcDjUae5o6,8cMMpAAFEsxE,142.2,20.9,163.1
fr18xF7olgFB,UZQyp4CdjAIi,dHUHvmn8Gewy,692,48.82,740.82
B1SqxJW86GjC,rWnKrvqjlx0s,VwdyM1iPhT9K,419.8,127.25,547.05
yqohBeGsihNX,dkCDhonw6TQm,60CZvBJuXsud,56.58,72.67,129.25
SQmPV3cz6wdQ,vTrdy4RV0PS5,R7nUkxgwW9FO,114.89,33.73,148.62
xhZTUzeVPI51,8QIWX7ztvHkS,YVBAT3QqF9Qj,91.33,38.48,129.81
htw5E299Tauk,RJDsKl91qDlZ,YZefkqPxwMyU,820.05,47.55,867.6
uudnHSjTw5Cj,mEBGp1HfcTj3,nQlmkVGs3xYh,395.6,32.34,427.94
Rr6EPYE87s3j,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,52.08,159.71
LjbLwv0TLADN,0GII09WWgwUY,Cyl6PGvB25KG,132.9,29.68,162.58
TPVig4dwHlMv,H3AsOVcKsmEF,vYu5aYeAvyzz,38.48,47.55,86.03
C7GnL93HuzwV,k5xLec54fOHe,TONxC5aLQqev,145.69,32.34,178.03
t2Y302qVkC87,kEmwpYRLFQh2,tNJnfkCxzhmN,820,37.9,857.9
9LWAyORmA3jU,USrWNwdVuUhu,lfRV5qiPQJXi,77.08,65.21,142.29
ZCFkqPsmZ4jD,iPoRkE7dkmlc,Djfhy4pnkKOC,132.3,78.07,210.37
292GeMiXYf5k,SLTlrWtcYt1m,r7VxefoTVHbb,4099.99,41.41,4141.4
yvmgxd3uGmrd,CDuJDwStnGwQ,2jTASjIU2rIf,75.25,9.51,84.76
MVvC0MeVd7tP,6y4Svg7F46Ll,BGPWBRIq3VJB,28.7,38.66,67.36
xbAuxQOxd8WS,icdtCDkjpSZQ,coi9xkdo66JI,538.9,19.65,558.55
PoiCLU1W8pjN,Zji3MKTSCQmK,2a07LobkzHUx,48.65,7.54,56.19
OAnhPuuSWgC0,iIHJBZtRrBb1,rbYbnyUeaLLr,43.97,30.13,74.1
MQKF9aihj2Fk,6ZHWxtJBixUo,eQPwMkDRktrC,56.89,12.86,69.75
seqkRcoDvp0n,swxnmgEX9giu,J23EhPqh2efY,123.49,64.77,188.26
d53ZheXMTase,ZtPoMCnMKDIG,icKrPy3k1vHg,78.73,9.07,87.8
4EwZvzXA7Bql,NDXr9BpDHzF7,EGW4UK5bOeEZ,58.1,0.21,58.31
B6OlQtrAkj2o,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,34.15,141.78
l5MgaYompHn5,u7C959jGp45X,UsPT5m7V2m8I,257.6,31,288.6
NoWlT4gdUuov,wjLQIjI30ufK,3KuTukGXgD7C,311,90.26,401.26
kOGZVALfQben,FVHfIvqYxiqT,bev9CELF3Rdk,295,50.83,345.83
GpngN76a0YPz,ulfDlOErkg2c,B5hWl6a5gwY5,234.9,72.67,307.57
ZXBHDEXxQCNC,5OJIfJCP3PsJ,ZYtbaaPNs62Q,294,10.74,304.74
14xk6Mm5gyp0,E2e06ABe4gD0,xeWVu6d99qTQ,296.89,60.02,356.91
QnHvpBap9O8F,zDFX1YX6mBd0,gsjT3buFXEKe,39.4,9.58,48.98
N6392TWSp7Qj,nOrMJsneqTHQ,v5VSVAdPDkt1,5.4,29.88,35.28
4QN8xi314Wov,KX1DpSGgnfkm,VbjjOcDj2sUH,55.55,6.08,61.63
NroA7ioYER6f,Ug2wD0909r2t,HT3zXOtIVE5f,43,45.53,88.53
HBXIRCJ7jdOL,pRleoP5vHNBb,coi9xkdo66JI,2799.65,30.67,2830.32
CYHpfXaqRxYc,IfiF3xz32fhG,Rvum5utfPG0m,692,48.82,740.82
jmWsuUfbW4e0,SLANLZkCbYI1,Mhg6gqpiKkO7,26.99,30.66,57.65
tKsIGNSjkzvI,GJDZ0pGGxKH6,8mVLKV0XOTsx,71.8,43.69,115.49
vYpQjIEiJYkv,Adij6ReKhD5H,LLty41IbV7xo,385.61,22.69,408.3
mewNcXTtyOop,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,60.92,117.81
aUuPxGI6qYpZ,KgM2jmlkkymm,0G3Q4xIWFhMg,105.25,30.8,136.05
CgvrITB26dKT,RTvh9plcskzO,l7dKfvHZDuWA,509.99,10.32,520.31
jx7JzlYCwV45,VN6KvZ5IB5Qy,XEurPdGwwrtN,48.05,57.27,105.32
Sm3hbpvYdV0R,NrZZCJrKrRse,DhnYfWO3PJ5F,495.95,82.96,578.91
L5XPnZ8ID9Cp,OACLBHQFGig9,hILGUrNw4RPI,399.2,20.9,420.1
Q6QKd5bq5aQ1,NCyL2zFflCi9,SgeUigb5Vbiv,2130,38.98,2168.98
R2F8IskiClHV,TcTq89RJ3Itc,AvTLykupHOIB,403.9,38.66,442.56
PtHDhbz4OtOl,Qe7vXxMAx1ZT,kLYKxlsghmPL,1129.34,74.99,1204.33
HgljzPb9vcbK,GlEo5qpg1xUE,KH9VVC2iPaCb,66,13.47,79.47
bTCt2JUMhSlS,GW06IM8wWKvw,7RP8PTHePnhT,184.9,99.56,284.46
KoqfHDc3XPCL,Jpjd0L86Ed8R,keIZJltcHwUT,156.9,33.65,190.55
NsXkKLgTeWWw,K21GjvOC8E0K,tNJnfkCxzhmN,475,38.66,513.66
BJxywloiDsIM,VDEBigGAwD3J,RKad98cTxhSb,2689,21.67,2710.67
Ux7gdAmR9hvu,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,20.78,77.67
zlFWeeZkE5J3,gve91Kv2gVdv,kT4UPkqxjZhU,109.66,17.38,127.04
56h6XpRSw0HW,AQw1oZCPdFUZ,cggBY4u0xwoI,106.74,267.08,373.82
uXzle2T4lFJ0,lJhxfFerxBgP,0BKyRKbmL7lm,341.4,22.93,364.33
hgCaUTG1pzUU,q1LBE6S4s8Vj,BUqNP64b1AeL,133.05,32.23,165.28
pjvFAfP3UPTr,7XOLJxKCbp9s,67q38x7OSuqQ,292.99,44.26,337.25
7iDyol0ArVOk,JCdfJbT3dMnM,oI8R7WsNWWBc,1591.2,110.61,1701.81
ep5Szp5Y8iau,a3O7KWdsexjY,tNJnfkCxzhmN,117.56,29.21,146.77
zzNcPIHeyBY7,Jn34aaQa2eLA,yGbPyLPc8PmT,46.2,31,77.2
x6hvsYEgPeEH,76cO8nn1kto5,cdFuckm1t0Np,779.9,2.18,782.08
jDLq0cj2Y5EY,oUaq0Emczjrp,AHG0TE6bRNNY,215.42,38.66,254.08
nNuMNkjRBZUY,tTnUDccvxkyE,Djfhy4pnkKOC,176.49,11.07,187.56
XgJoyTv3eGqO,PwoiOjyJfSJK,ruq0u2ZpAMDr,403.9,30.24,434.14
qZOb35fU2mnE,881goOLj3Y0W,TiR7Z1vu8RZu,1359.9,5.52,1365.42
PLV2dAc9XHLd,boOvcMU0idLN,1tQEjUJuOyJ8,347.45,84.66,432.11
5FcnvIKGJyeH,drlI39peM3ze,3KuTukGXgD7C,257.6,47.55,305.15
yzekfAMghu7Q,Lw4U68e0gJPs,UOGIrJtSldvd,475,41.41,516.41
uRgQdwQNLnuA,f66egzM0NeWB,EGW4UK5bOeEZ,136.9,22.78,159.68
9gk6wYEjwJEM,eX2JZe7P5zHr,uhvcQCE2y6iv,12.35,58.51,70.86
BIdzR62ekKLs,1g9qxm5IKmat,sVwxlToTFBSf,261,69.72,330.72
Cp2C8QZjXvIg,lHCywuCkENXu,oMX7XDg7PCkP,72.4,48.34,120.74
hcxPeGYWD1h2,10CdCi3zYLWu,tjn9TXOjEGlU,419.9,116.88,536.78
AqK4Y9OnDDJx,ZNl6BY792DHN,2cg7E5j1pzxq,252.99,56.78,309.77
W0apIqAUxJkn,YlvTokwaERvT,8cMMpAAFEsxE,83.36,47.55,130.91
IN7rNv0Y3NAy,AzF5SLbUbKWt,V3iKL8r9W9NR,34.72,110.14,144.86
wL4nKrn98Bnu,r3PiRkvWLwdC,VEpUiS8q8p8X,1280,47.55,1327.55
S6njMJFwKhxp,eMFiCJ7AASVf,l1pYW6GBnPMr,779.9,29.68,809.58
PbtsFAqElg1c,gfIQTwDclU4I,ZVXUymN4HfSa,217.99,20.49,238.48
5c638u5T3Inc,OQdj3RzvLwXA,RsUgQvBvc24M,27.6,44.77,72.37
19HpfdArkofU,X9sl5gbsIDb6,RKad98cTxhSb,493.9,30.39,524.29
W0Eb8jlT4448,Rz2CdeAp1biH,nQlmkVGs3xYh,110.9,92.03,202.93
dPsS6iaDadp5,rHSTHjYFnJS8,g6AdzghqF6DD,782.25,57.14,839.39
CIbeX14pnMuK,CY8OZ3lT9uqB,sevytuBWdSFl,2899,2.46,2901.46
MGuNGl1o7jEA,VyvqSoUrvQ46,yNuJ972zjSM4,41.98,12.95,54.93
Uo1YzK88o3fB,ZM2JJXV5m9hl,Ivbw25fb5t2Z,100,321.88,421.88
PxVz9j1VgW55,jrc0v3ZRw6Zg,ZNVgXvCvMqkS,266.55,37.9,304.45
N53RcBX66maU,EGRFqDzLhYl6,cUodQhgpRajF,169.99,43.28,213.27
va7kfiniReif,yWgJPl7odn3x,OnC6iPAbNc8Z,31.5,82.57,114.07
t35GmXxvx3xC,sPiQxH4jxtYJ,Djfhy4pnkKOC,31.46,7.5,38.96
rNvp6JLd5x5G,UdvZ8pEclnMj,q1Q2n7nr6h9B,114.89,92.85,207.74
EMVuyVALZE7J,cU4TymQyK5uU,V0koygjO8uRW,741.82,15.77,757.59
qmMn8G1J3KlO,7sa3TgRCZf3w,WTbhLip6Y9IF,574.2,3.81,578.01
mstzljqQmqa9,zoBzpWW3p1n1,TuPm19CMKvrM,117.56,25.26,142.82
v8UZs4RJsuFj,J26CMGZY7GMn,7KovPWNcMm5O,2249,33.35,2282.35
tg5dZI3ArbU1,fxaWSJa8pHY1,N32MgQgsAb11,779.9,11.39,791.29
r69eWNBpq1RX,jlMEufWnXZt3,zhKBSmYNDuJd,9.6,0.69,10.29
gXazD6dEoNGX,2gjqiXOT17zO,kqZYwfIO6q9L,295,38.61,333.61
yNiVpiC5ao4u,0DGoM1aFJKQb,TBkUw9PKrND5,91.49,41,132.49
siREHcAirzNL,rKXoWNJxVSE7,0Mzbc3aACMOQ,148.5,43.85,192.35
4iayHzjryzJR,0V2f5ia8ukKG,Mi2ZCclAh7t8,451,51.97,502.97
nHiG7gIktYLa,heJxU6jrCMKC,IMKAaHr2waxs,200.5,30.26,230.76
wUvYPME8aC0s,vmCHA7R7c6Mc,sCFB5ngSqQzf,107.63,80.47,188.1
YYL085j5orQI,d5rjThyIJQXn,NPzG9GmZi6FT,75.25,15.14,90.39
i8KarnaIDZ0i,2p3m1Ws2yebR,WG2pVERAEzeW,3.5,77.47,80.97
Q1yRifwbYVCc,cgs1oEd9aXAM,QNwKKOA9Ndbm,109.82,11.39,121.21
64nvrK6EUv2D,kKS2GWJGbSC4,8CQ9epWunOJD,66,47.55,113.55
OZqDFyaZp2t3,UVGYZniC1TBh,oMX7XDg7PCkP,126.69,2.46,129.15
EuCDZLiNFa25,AOw8ALIx1QFb,ENekhljjhevR,692,94.93,786.93
pMjFeeHgGPHh,EKW9q8FvSD8T,V3iKL8r9W9NR,723.74,31.33,755.07
bfwew7REEbd2,imNAlyxtrKjZ,kn4yYPtyjMnI,509.99,55.54,565.53
LZ5uU9paYHp3,wx37t0nRxCw3,nt1w9AssyxfU,31.46,83.54,115
sP77Quo6qlvv,jIV0FUPOxhfX,yWUu6WhwFUAg,257.6,52.08,309.68
zNvbKPQccTMc,n1NaeQPZSWsT,sfP4huRrus5e,108.64,11.33,119.97
06yUiHAjNMkh,CEr4ZMIHHAhX,AHG0TE6bRNNY,15.3,26.71,42.01
EOGR9rliMeqd,9N8b4BV73qwL,fHrsJIRCjuec,223.51,39.75,263.26
ECc5M2Mogwbx,oW6KDobidlmB,RKad98cTxhSb,56.89,82.12,139.01
2SWod4CP5jhP,SLTlrWtcYt1m,r7VxefoTVHbb,2899,46.76,2945.76
dYiytrJUvmZ0,OREzyxIkjqea,c1Dw1Rwr2Qdd,2799.65,32.51,2832.16
wsvYMTD1MZJu,80KGrpxNbSTU,JvuRDC1NkVbK,220.33,6.77,227.1
GCuqnvQmjFw8,sDmRW8f7fn9q,yrRN2gKIgYet,72.4,14.59,86.99
cEVzDdzdzdLo,Qj5HJyz4wQri,oMt7Yq8eQoSK,17.98,67.11,85.09
8BxAH0Nl3NC8,ssZQDTdv1ISb,Zj36u9uWzYUi,13.7,23.05,36.75
kuaULfnpGppc,gdBffS1VCOE2,Yq7xE7REUNIk,159.94,22.04,181.98
shr334LpVnq5,QKnOFNoL7sfD,oAZOntQn2tEJ,136.97,13.29,150.26
yMtKLxxlq0YC,0vbEvli2JYJu,RKad98cTxhSb,100,64.26,164.26
wKL0AfVsPKyf,ItUEMsARYsuL,IHL7YQnnU4LS,111.27,20.9,132.17
RYctsnOnwqzp,njPUFNNCXluV,LmLCpgOK9ibk,7.45,29.27,36.72
HRqRdRf1DhqX,GRIRngF5Truz,2UV2zaeUhNyA,84.55,9.61,94.16
xGmZd3GmakcX,NIf58dAxAmc9,2a07LobkzHUx,95.2,32.95,128.15
MYiufhV0cHPt,BrpYlVVTAbFK,2Vzr14MB7bRD,56.89,12.86,69.75
2qEta38QmFaw,WNqYLOBZ29tg,tNJnfkCxzhmN,189.99,11.4,201.39
MJNkDsSaha5Z,9NwzO0Pm0fDM,r7VxefoTVHbb,692,2.75,694.75
9mxrsHIkBJbW,N85IReFu7Mxo,f9ZjTvStsXQw,56.89,20.78,77.67
jO6DAl7u3wIf,vyBI9nCUdBCo,nGUM92Z4IKz7,38.48,32.34,70.82
ieC10cljljlO,n8MTb5Y1xOGb,LLty41IbV7xo,91.28,4.52,95.8
UsdgOQqg7qqQ,KNu6wFpqCyIK,UOGIrJtSldvd,28.7,35.38,64.08
VAsvroMqOLqV,BNhHbVUsjgpK,kku6xzBYlORI,390.19,6.87,397.06
VXPyRD7SSojV,vedqZ5Gwpu3c,1LZbgYQZRSEf,1375,36.12,1411.12
IjBWMlRuuDgz,UfUyCyxPZiYU,5jmVaCDVvTba,399.2,47.5,446.7
28gTASSpHPA4,D17vdmfXOzaW,vxQT8FlJeDdN,3.5,30.66,34.16
DzUgzQz1tax3,jupdWCBhk9Yy,l1pYW6GBnPMr,548.35,20.9,569.25
CAjo2MU4XA1l,x1Gt4RvmoBsX,yGbPyLPc8PmT,101.75,29.76,131.51
dStwYglviWpi,aj4kbcxNEnZj,K0qPVGdA91KO,178,35.86,213.86
c8OmVpNCHwsv,XPQrgg9TW06Z,h5jBMl1c5nuX,42.89,41.41,84.3
0ZHTjbXySZLl,sG9OoLBopD0j,9I5hboJXGNtG,42.89,32.34,75.23
cCDX27Qczl8L,zQbbm5MzU0a5,2v0gTzEWz4Yb,9.89,9.97,19.86
iXugh6rtEOky,lTYws6gLQCM7,7zibeXCiWpBm,220.99,88.76,309.75
2xlllY1SSM5b,nG4ODO1G82WU,ruJhmKntc1UQ,679,15.24,694.24
WpKNEkG6Dny2,XT2kEpoj3KDx,yrRN2gKIgYet,167,41.41,208.41
nsOPSCbYh9tt,7YuancCMLRTG,JcRdnPnWEDp7,254.97,42.37,297.34
kskO86tVK3uc,38ZptPdnXcLj,7IbYDg6GDP4I,112.33,32.34,144.67
wq3vOmrYRpQQ,cnYY63Y5nwwl,W4vKCv0p63wK,879.99,17.65,897.64
McCa0k1FWRoe,GJ4e2xEfaCmh,oI8R7WsNWWBc,31,29.68,60.68
3BELAhCh9q8a,I1aMqQpjvijQ,Pop7GYTjKtm4,28.82,23.17,51.99
pFlXpA4gjSFA,R1sR5bjaexCV,nJpgTStC3ru8,48.4,239.14,287.54
ICF1awTbca3e,9NwzO0Pm0fDM,r7VxefoTVHbb,692,46.76,738.76
YH0DfyA3eE17,7WaoDq3CNZeM,nKBsxjDoWKEM,174.42,21.22,195.64
vIht3176tmyI,1lhV4UK6Zeej,7afyCfXk0O0m,111.27,47.55,158.82
NWBBw5eD5vCq,MxKcy96dJlXR,YRYlK9uqyLE6,18.07,60.03,78.1
0rWY95AtygO7,zleJuhylJYOa,On7VyJbjT6UV,41.76,27.38,69.14
SNZQzN0GQ7vC,ClrWZcL6vYk9,9fFFM6RBxCkT,234.9,38.94,273.84
Vg3XhedCCIS4,A9uX3n3mRHo6,4SWsneYKnFcc,98.6,60.07,158.67
AsNu4DUGqE0m,hfEa3c65LTA2,0Mzbc3aACMOQ,359.6,15.45,375.05
cUbfXH2sXNZR,dTc3OTCjzYaW,IXsSqq2RGNrk,54.95,55.54,110.49
s9QfEPYEdBAq,N9s6cGU1ivm0,lbmduirZT5rh,169.99,24.23,194.22
HnQq1bnAWutY,jPjhNcChaXzj,qlWrFf4tJjSk,367,14.65,381.65
TuguIJWdbGBg,E5hgGdK78qxt,wwkEiuOOSSP1,6.8,63.44,70.24
eA1Rnv1Nmk0q,7grztYpCkySJ,K0qPVGdA91KO,1589,38.66,1627.66
hAIwRGaV0gK8,GnugUtPatrxV,aIlYn6Pk9NWu,18.04,9.74,27.78
RMDIlQqnWBw1,CLEWRJ0lbmI5,EGW4UK5bOeEZ,151.99,15.55,167.54
iF12Es2jOP2F,eJyDdAp36pHB,AvTLykupHOIB,97.44,50.28,147.72
KQ6BPRbIhQAu,E2WqqZOiF624,ghsV9MAOkMh7,222.98,51.39,274.37
X0oBlosmG5kT,xl7fxh09W8xU,HQ4j3Fr6B61e,310.99,5.01,316
Y4KyXTX1XRQL,y2MAnns4G96G,7OKhjPME8ZK3,95.03,14.25,109.28
ZVpwNf2zV0lM,VY8zzwpQifFC,SgeUigb5Vbiv,76.99,64.29,141.28
J3qaQbyKilLt,g1JaB3uZKUna,YlP5976VHgAM,34.05,32.34,66.39
zjAU7laEuXzH,fJOMyLSpholI,ruq0u2ZpAMDr,127.77,47.43,175.2
wotxxssakFm1,1dUyZhYSrQQM,l1pYW6GBnPMr,475,47.55,522.55
IQBCq0WmERwv,l1RR5L48SOnq,PHpgfaOYXNWz,95.03,33.73,128.76
yvWRiF7xQ655,KYvL9mh9cLYp,HPuxRyj1uNUP,142.14,19.98,162.12
ChbyJJLbSP1N,cCrUROSLhipR,ruq0u2ZpAMDr,128.99,37.29,166.28
3HYae8bZPdjC,jrc0v3ZRw6Zg,ZNVgXvCvMqkS,266.55,6.08,272.63
np4Wlz80dnce,12Zf4858L215,G0dn1THyQchj,138.99,9.26,148.25
lkl3blzXop28,UBemg3pLEQof,2UV2zaeUhNyA,283.2,25.95,309.15
JiNihleFxr4C,qDz5dMEWpcQE,WC3AzGT7OMa6,648,7.52,655.52
CWabKZrz4Kc0,eGDmunhlhYKL,MxsQfJ8V3Wj7,399.2,49.72,448.92
d9Zx2ivizc9C,sVvTRlMZaAGr,jzWG2ZFoNP3V,166.8,28.69,195.49
J9R6jfZR7Weh,ptNrqD6lH94n,uEFXsCQR7sKo,403.9,47.55,451.45
qwdIIvE2RhAK,lp8XwlRnntzz,7C9baDb5TEed,60.09,12.36,72.45
JpNQHvZgFWIV,o150UgQwGH9Q,vPU858bFmYdO,319.29,19.2,338.49
DJdHj1ZVrq3c,7ymC4wrimXhe,K0qPVGdA91KO,1094.04,13.5,1107.54
iCTxmEwYmmZb,SitPMWGsmpa4,WUOUhAYcu4tr,13.97,110.14,124.11
zXI9SnFDyc3N,v0F9iKtjn5LF,n1qBLUpDVOLU,404.88,65.07,469.95
z6fuhBG2fi9p,woTIfndV5ows,Ek6ADNUZ7ej9,966,10.29,976.29
fByJissFQrV9,E2e06ABe4gD0,xeWVu6d99qTQ,598.8,17.47,616.27
STEEjKJPdbbn,m87MKVyboiWK,nOpV5DDruGvj,68.2,47.55,115.75
tslnzabbbZ3y,y2MAnns4G96G,vlLUp3U56e8x,71.25,72.16,143.41
hJ9icH19tzMr,HlwCgVs9hs1h,s9PULoMk80qE,75.25,3.07,78.32
t2bhsOTiiEkQ,qgIEAFjR7v5P,QBtOUVIMLaMq,72.4,48.77,121.17
8DpvS1BPSeo1,9s1TYOdaTujC,BiogSpFpgYvQ,399.2,60.07,459.27
C2wN6wJWwyZ8,BqT6dCz0MyDx,9glrjePowgzM,259.91,6.37,266.28
TeUMmV7PEvyk,9ESslgxXhqCZ,3KuTukGXgD7C,252.99,4.52,257.51
RqImFH8YdDFV,3keVqcVXZ5oe,NFUo7mzHc8co,100,51.63,151.63
